Action,PartNumber,Name,Description,IsActive,ItemStatus,SalesUnit,Authorization,PriceGroup,PLCM,Category,SF_Id
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",CMJ450,CMJ450,Suspended Ceiling Plate,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asnnQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",CMJ453,CMJ453,Suspended Ceiling plate,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asnoQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",CMJ455,CMJ455,Suspended Ceiling plate,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asnpQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",CMJ470,CMJ470,"Ceiling Plate For Wood Joists at 16"" centers and Concrete",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asnqQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",CMJ470W,CMJ470W,"Ceiling Plate For Wood Joists at 16"" centers and Concrete",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000ar0gQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",CMJ480,CMJ480,"Ceiling Plate For Wood Joists at 20"" centers and Concrete",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000aryDQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",CMJ490,CMJ490,"Ceiling Plate For Wood Joists at 24"" centers and Concrete",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asnrQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",CMJ500R1,CMJ500R1,Suspended Ceiling Plate,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000aryMQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DCS200,DCS200,Ceiling Plate For Structural Ceilings w/Stress Decoupler,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asNBQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DCS400,DCS400,Multi-Display Ceiling Plate w/Stress Decoupler For Concrete,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asNCQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DCT100,DCT100,Ceiling Plate For Truss and I-Beams w/Stress Decoupler,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asNDQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DCT300,DCT300,Multi-Display Ceiling Plate w/Stress Decoupler For Truss and I-Beams,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asNEQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DCT500,DCT500,Multi-Display Ceiling Plate w/Stress Decoupler For I-Beam,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asNFQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DCT600,DCT600,Multi-Display Ceiling Plate w/Stress Decoupler For I-Beam,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asNGQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DCT900,DCT900,Multi-Display Ceiling Plate w/Stress Decoupler For I-Beam,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asWxQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS013,DS-VWRS013,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000000aqfCQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS029,DS-VWRS029,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000000aqfGQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS039,DS-VWRS039,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000000aqfHQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS040,DS-VWRS040,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000000aqfIQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS045,DS-VWRS045,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000000aqmmQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS052,DS-VWRS052,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000000aqmnQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS053,DS-VWRS053,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000000aqmoQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS086,DS-VWRS086,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000000aqfJQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS090,DS-VWRS090,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000000arZDQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS091,DS-VWRS091,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000002iG1rQAE
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWRS092,DS-VWRS092,Reusable Video Wall Spacer,True,Active,EA,False,DS,Active,MOUNT,01t6A000000aqulQAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWS013,DS-VWS013,DS-VW WALL SPACERS,True,Active,EA,False,DS,Active,MOUNT,01t6A000000arDbQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWS040,DS-VWS040,DS-VW WALL SPACERS,True,Active,EA,False,DS,Active,MOUNT,01t6A000000asfiQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWS040-P,DS-VWS040-P,DS-VW WALL SPACERS - PORTRAIT,True,Active,EA,False,DS,Active,MOUNT,01t6A000000atFOQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWS079,DS-VWS079,DS-VW Wall Spacers,True,Active,EA,False,DS,Active,MOUNT,01t6A000000arF6QAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-VWS090,DS-VWS090,DS-VW WALL SPACERS,True,Active,EA,False,DS,Active,MOUNT,01t6A000000aqmGQAQ
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",DS-VWS091,DS-VWS091,DS-VW WALL SPACERS,True,Active,EA,False,FGMT,Active,MOUNT,01t6A000000atbDQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",DS-VWS091-P,DS-VWS091-P,DS-VW WALL SPACERS,True,Active,EA,False,FGMT,Active,MOUNT,01t6A000000atH5QAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS25,DS25,DVD/DVR/VCR  Clamp Mount,True,No Purchases,EA,False,CORE,Use Up,MOUNT,01t6A000000arqQQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DS45,DS45,DVD/DVR/VCR  Clamp Mount,True,No Purchases,EA,False,CORE,Use Up,MOUNT,01t6A000000aqkkQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",DSX200,DSX200,Media Device Shelf - Attaches to a standard wall plate,True,No Purchases,EA,False,DS,Use Up,MOUNT,01t6A000000arGHQAY
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",EC-HD15F,EC-HD15F,"ECONOMY, 15FT HDMI 1.4 W/ETHR",True,No Purchases,EA,False,ET WIRE,Use Up,MOUNT,01t6A000000arTxQAI
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",EC-HD25F,EC-HD25F,"ECONOMY, 25FT HDMI 1.4 W/ETHR",True,No Purchases,EA,False,ET WIRE,Use Up,MOUNT,01t6A000000arTyQAI
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",ESHV10,ESHV10,Single AV Wall Shelf w/o Glass,False,Inactive,EA,False,CORE,Use Up,MOUNT,01t6A000000aqpeQAA
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",ESHV10-S1,ESHV10-S1,"SNGL AV WLL SHLF, SINGLE UNIT IN BO",False,Inactive,EA,False,CORE,Use Up,MOUNT,01t6A000000arxkQAA
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",ESHV20,ESHV20,Single AV Wall Shelf with Glass,False,Inactive,EA,False,CORE,Use Up,MOUNT,01t6A000000aqpfQAA
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",ESHV20-S1,ESHV20-S1,"SGL AV GLS  SHF, SINGLE UNIT IN BOX",False,Inactive,EA,False,CORE,Use Up,MOUNT,01t6A000000arxlQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",ESHV30,ESHV30,Dual AV Wall Shelf with Glass,True,Active,EA,False,CORE,Use Up,MOUNT,01t6A000000aqpgQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",ESHV30-S1,ESHV30-S1,"DUL AV GLS  SHF, SINGLE UNIT IN BOX",True,Active,EA,False,CORE,Use Up,MOUNT,01t6A000000asIvQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",EXT006,EXT006,"6"" Fixed Extension Column",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000aqklQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",EXT101,EXT101,1' Fixed Extension Column,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asNAQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",EXT102,EXT102,2' Fixed Extension Column,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arB2QAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",EXT106,EXT106,6' Fixed Extension Column,True,No Purchases,EA,False,CORE,Use Up,MOUNT,01t6A000000arB5QAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",EXT107,EXT107,7' Fixed Extension Column,True,No Purchases,EA,False,CORE,Use Up,MOUNT,01t6A000000arB6QAI
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c)",HX655-TAL,HX655-TAL,TA-3360D Jack Pack Mt  for LG 55UT570/770/347H,True,Active,EA,False,HOSP,Use Up,MOUNT,01t2K000006S2JGQA0
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",IB14X14-W,IB14X14-W,"14x14"" In-wall Box - White",True,Active,EA,True,CORE,Active,MOUNT,01t2K000006MDPiQAO
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",IB14X9-W,IB14X9-W,"14x9"" In-wall Box - White",True,Active,EA,True,CORE,Active,MOUNT,01t2K000006NaLuQAK
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",IBMP,IBMP,In-wall Box Media Plate Accessory,True,Active,EA,False,CORE,Active,MOUNT,01t2K000006VpINQA0
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MIS213,MIS213,Cathedral Ceiling Adapter - Used with CMJ455 or CMJ500R1 on a sloped ceiling,True,No Purchases,EA,False,DS,Use Up,MOUNT,01t6A000000aqs6QAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MIS35178,MIS35178,10 Pack Custom Desktop Cover Plate for HP455,True,Active,EA,False,HOSP,Active,MOUNT,01t6A000000aswkQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MIS773,MIS773,Hyatt Laptop Stand- Textured Black,True,Active,EA,False,HOSP,Active,MOUNT,01t6A000000armjQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MIS779,MIS779,Hyatt Keyboard Stand - Textured Black,True,Active,EA,False,HOSP,Active,MOUNT,01t6A000000armkQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MIS953,MIS953,Adptr for FPS-1000 to  Samsung HG39NA578 /  & HG40NA577,True,Active,EA,False,HOSP,Active,MOUNT,01t6A000000asQVQAY
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",MIS963,MIS963,CUSTOM WALL PLATE FOR HPF650,True,Active,EA,False,HOSP,Use Up,MOUNT,01t6A000000asyGQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MIS967,MIS967,Speaker Lock Down Bracket for Bose Solo 5,True,Active,EA,False,HOSP,Active,MOUNT,01t6A000000aqnjQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MIS982,MIS982,"Cover Plate 28"" x 18"" (5 Pk)",True,Active,EA,False,HOSP,Active,MOUNT,01t6A000000aqokQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MIS995,MIS995,Horizontal Rails Extended up to 800mm for SR560M/SR575E,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arAJQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-ACAP,MOD-ACAP,Modular Accessory Caps For MOD Poles,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000ascFQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-ACF,MOD-ACF,Accessory Cover For MOD-CPF,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000asyZQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-ACF-W,MOD-ACF-W,Accessory Cover For MOD-CPF,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000atMnQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-ADF,MOD-ADF,Pole Drill Fixture,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000at68QAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-APC,MOD-APC,Pole Coupler,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arIwQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-ASC,MOD-ASC,Display Stacking Clamp,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000atFwQAI
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-ASC-W,MOD-ASC-W,"ACCY SCREEN-STACKING CLAMP, WHITE",True,Active,EA,False,CORE,Use Up,MOUNT,01t6A000000at1fQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-ATA,MOD-ATA,Projector Adaptor,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000atZBQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-ATA-W,MOD-ATA-W,Projector Adaptor,True,Active,EA,False,CORE,Use Up,MOUNT,01t6A000000aqwfQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-ATD-W,MOD-ATD-W,Trim Disc,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000armVQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-AUB,MOD-AUB,U-Bolt Adaptor Accessory,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000at1gQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-CPC,MOD-CPC,Cathedral Ceiling Plate,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000at1hQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-CPC-W,MOD-CPC-W,Cathedral Ceiling Plate,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000at1iQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-CPF,MOD-CPF,Ceiling / Floor Plate,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000at1jQAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-CPF-W,MOD-CPF-W,"CEILING PLATE, FLAT, WHITE",True,Active,EA,False,CORE,Use Up,MOUNT,01t6A000000at1kQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-CPI,MOD-CPI,Ceiling Plate For I-Beam,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000at1lQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-FPMD,MOD-FPMD,Tilt Box For Back-To-Back,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000at1mQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-FPMS,MOD-FPMS,Tilt Box,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000at1nQAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-FPMS-W,MOD-FPMS-W,"FLAT PANEL MOUNT, SINGLE, WHITE",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000at1oQAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P100,MOD-P100,"1M (39"") Extension Pole - Bright Zinc",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arLGQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P100-B,MOD-P100-B,"1M (39"") Extension Pole",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arUHQAY
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P100-S,MOD-P100-S,50MM EXTENSION POLE - 1.0M SILVER (DEV),True,Active,EA,False,CORE,Active,MOUNT,01t6A000000atbHQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P100-W,MOD-P100-W,50MM EXTENSION POLE - 1.0M WHITE,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arvZQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P150,MOD-P150,"1.5M (59"") Extension Pole - Bright Zinc",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000ar7CQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P150-B,MOD-P150-B,"1.5M  (59"") Extension Pole",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arp1QAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P150-W,MOD-P150-W,150MM EXTENSION POLE - 1.5M WHITE,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arvaQAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P200,MOD-P200,"2M (78"") Extension Pole -  Bright Zinc",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000armUQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P200-B,MOD-P200-B,"2M (78"") Extension Pole",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arp2QAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P200-W,MOD-P200-W,200MM EXTENSION POLE - 2.0M WHITE,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arvbQAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P300,MOD-P300,"3M (118"") Extension Pole - Bright Zinc Plated",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000ar2pQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P300-B,MOD-P300-B,"3M (118"") Extension Pole",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arp3QAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-P300-W,MOD-P300-W,300MM EXTENSION POLE - 3.0M WHITE,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arkMQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-UNL,MOD-UNL,"Large Unv. Adaptor For 39"" to 75"" TV's",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000ar2qQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",MOD-UNM,MOD-UNM,"Medium Unv. Adaptor For 32"" to 50"" TV's",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arOYQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",PAP250-EPSON1,PAP250-EPSON1,PJR250 Dedicated Adaptor Plate for Epson,True,Active,EA,False,CORE,Active,MOUNT,01t6A000002ZPcJQAW
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",PB-1,PB-1,"Plenum Box For CMJ450, 453, 455 and 500",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000arESQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",PCC,PCC,Paramount Cable Management Channels,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000ar5hQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",PLP-V8X4,PLP-V8X4,Dedicated Adaptor Plate For VESA 800x400,True,Active,EA,False,CORE,Active,MOUNT,01t6A000000ar39QAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",PLP-V9X6,PLP-V9X6,Dedicated Adaptor Plate For VESA 900x600,True,Active,EA,False,CORE,Active,MOUNT,01t6A000002iNHjQAM
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",PVP1200-CPL6,PVP1200-CPL6,"SURGE PROTECTOR, 6 OUTLET X 15' CORD",True,Active,EA,False,CORE,Active,MOUNT,01t2K000006W062QAC
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c, US_Price_Group_Name__c, Category__c)",SPK26,SPK26,Universal Adjustable Speaker Wall Mount for Bookshelf Speakers (Pair),True,Active,EA,False,TRUVUE+,Active,,01t6A000000aqv5QAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",WMJ018,WMJ018,"18"" Jumbo 2000® TV Mount Wall Arm, Single Arm",True,Active,EA,False,CORE,Active,,01t6A000000arazQAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",WMJ022,WMJ022,"22"" Jumbo 2000® TV Mount Wall Arm, Single Arm",True,Active,EA,False,CORE,Active,,01t6A000000arb0QAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",WSP700,WSP700,"Double Metal stud wall plate 16"" centers",True,Active,EA,False,CORE,Active,,01t6A000000aseZQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",WSP701,WSP701,"Double Metal stud wall plate 20"" and 24"" centers",True,Active,EA,False,CORE,Active,,01t6A000000aseaQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",WSP716,WSP716,"Triple Metal stud wall plate For PLA Series, 16"" stud centers",True,Active,EA,False,CORE,Use Up,MOUNT,01t6A000000asIhQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",WSP716-S,WSP716-S,"Triple Metal stud wall plate For PLA Series, 16"" stud centers",True,Active,EA,False,CORE,Use Up,MOUNT,01t6A000000asIiQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",WSP716-W,WSP716-W,"Triple Metal stud wall plate For PLA Series, 16"" stud centers",True,Active,EA,False,CORE,Use Up,MOUNT,01t6A000000atEbQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",WSP724,WSP724,"Triple Metal stud wall plate For PLA Series, 16"", 20"", 24"" stud centers",True,Active,EA,False,CORE,Use Up,MOUNT,01t6A000000asBBQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",WSP756,WSP756,"Metal Stud Wall Plate For SA752P(U),SA761P(U),SA763PU & SA771P(U)",True,Active,EA,False,CORE,Active,MOUNT,01t6A000000ar7BQAQ
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c)",WSP756-V,WSP756-V,"Metal Stud Wall Plate for SA752PU, SA761PU and SA771PU",False,Inactive,EA,False,CORE,,MOUNT,01t6A000000atDrQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c)",ACCD-DC49,ACCD-DC49,"Dust Cover for 49"" UV49%",True,No Purchases,EA,False,ET,,TV,01t6A000002i8O6QAI
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c)",ACCD-DC55,ACCD-DC55,"Dust Cover for 55"" UV55%",True,No Purchases,EA,False,ET,,TV,01t6A000002i8OBQAY
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c)",ACCD-DC65,ACCD-DC65,"Dust Cover for 65"" UV65%",True,No Purchases,EA,False,ET,,TV,01t6A000002i8NwQAI
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c)",ACCD-DC86,ACCD-DC86,"Dust Cover for 86"" UV86%",True,No Purchases,EA,False,ET,,TV,01t2K000006S2eZQAS
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",ACCD-IREX,ACCD-IREX,IR Extender for TVs and Displays,True,Active,EA,False,ET,Active,TV,01t6A000002i8NxQAI
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c)",ACCD-IRREP,ACCD-IRREP,IR Repeater for Peerless-AV TV's and Displays,True,No Purchases,EA,False,ET,,TV,01t2K000006XS4EQAW
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",CL-42PLC68-OB-B,CL-42PLC68-OB-B,"42"" XTREME SEALED LCD DISPLAY - IP68 -BLK - B STOCK",True,Active,EA,False,ET DD,Active,TV,01t6A000000aqg2QAA
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",CL-47PLC68-OB-B,CL-47PLC68-OB-B,"47"" XTREME SEALED LCD DISPLAY - IP68 - BLK - B STOCK",True,Active,EA,False,ET DD,Active,TV,01t6A000000aqg4QAA
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",CL-47PLC68-OB-W-B,CL-47PLC68-OB-W-B,"47"" SEALED DISPLAY -WHITE FRAME - OPTICALLY ENHANCED - B STOCK",True,Active,EA,False,ET DD,Active,TV,01t6A000000atPxQAI
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",CL-49PLC68-OB-B,CL-49PLC68-OB-B,"49""  Xtreme LCD DISPLAY - IP68 - BLK - B STOCK",True,No Request,EA,False,ET DD,Use Up,TV,01t6A000000aqg5QAA
